"dtaatualizacao","nomereduzido","nroempresa","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5","categoria_6","seqproduto","desccompleta","seqfornecedor","fornecedor","comprador","status_venda_loja","status_compra_cd","forma_abastecimento","estoque_minimo","estoque_maximo","embalagem_compra","embalagem_transferencia","embalagem_venda","qtdestoque","estoque_disponivel","medvdiageral","data_ult_venda","data_pr_entrada","data_ult_entrada","vda_m_3","vda_m_2","vda_m_1","vda_m_atual","qtdpedido","custo_m_bruto","ult_custo_bruto","ult_custo_liquido","vlr_tot_estoque","status_compra_loja","precovalidnormal","precovalidpromoc","seqequivalente","seqprodutobase","item_equiv","preco_monitor","chave","regional","mesmas_lojas","nomeajustado","cd","tipo","est_equivalente_est_tt","est_equivalente_pedido_tt","est_equivalente_status_compra","est_equivalente_vda_tt","est_equivalente_vda_tt_3m","est_equivalente_vda_tt_4m","mes","dia","ano","nome_mes","chave_cd","comparativo","est_cd","pedido_cd","status","chave_empresa","curva","est_vd_empresa_est_tt","est_vd_empresa_pedido_tt","est_vd_empresa_status_compra","est_vd_empresa_vda_tt","est_vd_empresa_vda_tt_4m","dt_pedido"
"2020-06-17","01_Oba Carol",1.0,FRIOS,BACALHAU SALGADO,MORHUA,LOMBO,TAMANHO 11-15,REFRIGERADO,202886.0,LOMBO BACALHAU MORHUA OBACALHAU,46705.0,"97 - OBA CD",BIRO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,102.938,102.938,1.755033,"2020-06-17 00:00:00","1900-01-01 00:00:00","2020-06-09 00:00:00",118.864,339.361,49.702,33.894,0.0,70.0085,70.0085,69.2153,7206.534973,INATIVO,149.9,0.0,168851.0,,168851.0,,"2020-06-1701_Oba Carol168851",Campinas,Sim,"01_Oba Carol","97_Oba CD",LOJA,449.595,0.0,ATIVO,4.2129,242.114,988.263,6,17,2020,June,"2020-06-1797_Oba CD168851","2020-06-1797_Oba CD168851",925.0,0.0,ATIVO,"2020-06-17168851",A,46734.696,0.0,ATIVO,206.527596,54712.65399999999,
"2019-11-04","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,Negociação direto Loja,60.0,60.0,6.0,6.0,1.0,58.0,52.0,1.3004,"2019-11-04 00:00:00","2018-05-21 00:00:00","2019-11-01 00:00:00",94.0,82.0,34.0,7.0,6.0,21.4326,21.4326,21.4326,1243.0908,ATIVO,37.99,0.0,147822.0,,147822.0,,"2019-11-0433_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,52.0,6.0,ATIVO,1.3004,123.0,217.0,11,4,2019,November,"2019-11-0497_Oba CD147822","2019-11-0497_Oba CD147822",23466.0,0.0,ATIVO,"2019-11-04147822",A,60596.0,336.0,ATIVO,100.78447800000001,19694.0,"2020-07-08 19:15:26"
"2019-12-17","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,SP - CD/ DF - LOJA,960.0,960.0,60.0,60.0,1.0,735.0,735.0,68.4,"2019-12-17 00:00:00","1900-01-01 00:00:00","2019-12-16 00:00:00",2238.0,2352.0,2286.0,1170.0,0.0,0.9373,0.9373,0.9373,688.9155,ATIVO,1.49,0.0,17517.0,,17517.0,,"2019-12-1741_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,735.0,0.0,ATIVO,68.4,5808.0,8046.0,12,17,2019,December,"2019-12-1797_Oba CD17517","2019-12-1797_Oba CD17517",4266.0,15000.0,ATIVO,"2019-12-1717517",A,52040.0,34920.0,ATIVO,5807.429925999999,629112.0,"2020-07-02 19:14:48"
"2020-01-16","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,SP - CD/ DF - LOJA,720.0,720.0,6.0,6.0,1.0,566.0,565.0,25.066667,"2020-01-16 00:00:00","2012-10-29 00:00:00","2019-12-27 00:00:00",717.0,589.0,794.0,301.0,150.0,8.0472,8.0472,8.0472,4554.7152,ATIVO,12.99,10.99,132623.0,,132623.0,,"2020-01-1611_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,565.0,150.0,ATIVO,25.066667,1684.0,2401.0,1,16,2020,January,"2020-01-1697_Oba CD132623","2020-01-1697_Oba CD132623",12854.0,0.0,ATIVO,"2020-01-16132623",A,72844.0,780.0,ATIVO,915.8683980000001,85682.0,"2020-07-01 20:43:59"
"2020-06-03","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,10.0,10.0,0.533333,"2020-06-03 00:00:00","2016-09-30 00:00:00","2020-05-29 00:00:00",11.0,1.0,17.0,0.0,0.0,54.8438,54.8438,38.7065,548.438,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-06-0309_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,10.0,0.0,ATIVO,0.533333,18.0,29.0,6,3,2020,June,"2020-06-0397_Oba CD171769","2020-06-0397_Oba CD171769",198.0,0.0,ATIVO,"2020-06-03171769",B,1054.0,72.0,ATIVO,17.620324,1198.0,
"2019-12-24","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,48.0,48.0,0.133333,"2019-12-24 00:00:00","2016-09-30 00:00:00","2019-09-29 00:00:00",17.0,23.0,4.0,4.0,0.0,65.7183,65.7183,65.7183,3154.4784,ATIVO,99.9,0.0,171769.0,,171769.0,,"2019-12-2409_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,48.0,0.0,ATIVO,0.133333,31.0,48.0,12,24,2019,December,"2019-12-2497_Oba CD171769","2019-12-2497_Oba CD171769",,,,"2019-12-24171769",B,922.0,24.0,ATIVO,12.152868,1816.0,
"2020-06-07","31_Oba Sousa",31.0,ACOUGUE,BOVINO,PALETA,SHOULDER,IN NATURA,AS REFRIGERADO,135099.0,SHOULDER OBA RVE,41722.0,"27 - FRIGORIFICO",MARCOS CAETANO,ATIVO,INATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,24.408,24.408,1.5638670000000001,"2020-06-07 00:00:00","2017-09-22 00:00:00","2020-06-05 00:00:00",37.848,22.75,36.702,13.738,0.0,36.7,36.7,35.4018,895.7736,ATIVO,54.99,0.0,135099.0,,135099.0,,"2020-06-0731_Oba Sousa135099",Campinas,Sim,"31_Oba Sousa","97_Oba CD",LOJA,24.408,0.0,ATIVO,1.5638670000000001,73.19,111.038,6,7,2020,June,"2020-06-0797_Oba CD135099","2020-06-0797_Oba CD135099",,,,"2020-06-07135099",C,1671.746,0.0,ATIVO,119.0248,9437.426,
"2020-03-18","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,SP - CD/ DF - LOJA,1020.0,1020.0,60.0,60.0,1.0,701.0,581.0,80.200033,"2020-03-18 00:00:00","1900-01-01 00:00:00","2020-03-17 00:00:00",1968.0,2034.0,2052.0,1788.0,300.0,0.9714,0.9714,0.9713,680.9514,ATIVO,1.49,0.0,17517.0,,17517.0,,"2020-03-1841_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,581.0,300.0,ATIVO,80.200033,5874.0,7842.0,3,18,2020,March,"2020-03-1897_Oba CD17517","2020-03-1897_Oba CD17517",414.0,41700.0,ATIVO,"2020-03-1817517",A,35538.0,87840.0,ATIVO,6544.866732,652382.0,"2020-07-02 19:14:48"
"2020-05-18","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,35.0,35.0,5.0,5.0,1.0,288.58,288.58,5.328333,"2020-05-18 00:00:00","1900-01-01 00:00:00","2020-05-06 00:00:00",145.46,177.281,149.972,94.27,0.0,34.903,34.903,34.903,10072.30774,ATIVO,79.9,0.0,127399.0,,127399.0,,"2020-05-1853 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,288.58,0.0,ATIVO,5.328333,421.523,566.983,5,18,2020,May,"2020-05-18100-CD-DF127399","2020-05-18100-CD-DF127399",,,,"2020-05-18127399",A,2826.084,30.0,ATIVO,75.03266599999999,8417.571999999998,
"2020-04-19","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,210.0,210.0,6.0,6.0,1.0,186.0,186.0,2.433433,"2020-04-19 00:00:00","2018-05-21 00:00:00","2020-04-12 00:00:00",38.0,51.0,52.0,58.0,0.0,22.1856,22.1856,16.2161,4126.5216,ATIVO,39.99,0.0,147822.0,,147822.0,,"2020-04-1933_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,186.0,0.0,ATIVO,2.433433,161.0,199.0,4,19,2020,April,"2020-04-1997_Oba CD147822","2020-04-1997_Oba CD147822",0.0,0.0,ATIVO,"2020-04-19147822",A,11048.0,0.0,ATIVO,276.9038800000001,19966.0,"2020-07-08 19:15:26"
"2020-05-15","15_Oba Sant.",15.0,AUTOSSERVICO,FONDUE,DOCE,CHOCOLATE,CONVENCIONAL,NAO REFRIGERADO,206026.0,FONDUE CHOC SAO VICENTE 250G,77321.0,CENTRO DISTR SAO VICENTE MINAS,FABIANO,ATIVO,ATIVO,Abastecido pelo CD,36.0,36.0,6.0,6.0,1.0,31.0,31.0,1.0,"2020-05-15 00:00:00","1900-01-01 00:00:00","2020-05-14 00:00:00",0.0,0.0,9.0,21.0,0.0,13.755,13.755,13.755,426.405,ATIVO,27.99,0.0,206026.0,,206026.0,,"2020-05-1515_Oba Sant.206026",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,31.0,0.0,ATIVO,1.0,30.0,30.0,5,15,2020,May,"2020-05-1597_Oba CD206026","2020-05-1597_Oba CD206026",564.0,3600.0,ATIVO,"2020-05-15206026",D,6110.0,8196.0,ATIVO,75.146904,2242.0,"2020-07-05 12:09:32"
"2020-02-11","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,5.0,5.0,1.0,121.527,121.527,5.486,"2020-02-11 00:00:00","1900-01-01 00:00:00","2020-02-10 00:00:00",170.568,312.517,173.113,56.621,0.0,29.7579,29.7579,29.7579,3616.3883133,ATIVO,69.99,0.0,127399.0,,127399.0,,"2020-02-1153 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,121.527,0.0,ATIVO,5.486,542.251,712.8190000000001,2,11,2020,February,"2020-02-11100-CD-DF127399","2020-02-11100-CD-DF127399",1188.0,0.0,ATIVO,"2020-02-11127399",A,5001.448,0.0,ATIVO,77.25613200000001,9188.070000000002,
"2020-05-05","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,97201.0,SPIER WINES,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,90.0,90.0,6.0,6.0,1.0,98.0,98.0,5.800067,"2020-05-05 00:00:00","1900-01-01 00:00:00","2020-05-01 00:00:00",15.0,68.0,165.0,28.0,30.0,24.4588,24.4588,22.5305,2396.9624,ATIVO,49.99,0.0,204733.0,,204733.0,,"2020-05-0546 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,98.0,30.0,ATIVO,5.800067,261.0,276.0,5,5,2020,May,"2020-05-05100-CD-DF204733","2020-05-05100-CD-DF204733",426.0,60.0,ATIVO,"2020-05-05204733",A,1456.0,240.0,ATIVO,28.613534,1600.0,"2020-07-04 18:21:10"
"2020-06-14","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,132.0,132.0,6.0,6.0,1.0,581.0,580.0,26.1,"2020-06-14 00:00:00","2012-10-29 00:00:00","2020-06-12 00:00:00",903.0,527.0,824.0,324.0,0.0,8.0975,8.0975,8.0975,4704.6475,ATIVO,12.99,0.0,132623.0,,132623.0,,"2020-06-1411_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,580.0,0.0,ATIVO,26.1,1675.0,2578.0,6,14,2020,June,"2020-06-1497_Oba CD132623","2020-06-1497_Oba CD132623",10943.0,0.0,ATIVO,"2020-06-14132623",A,50734.0,1584.0,ATIVO,743.267402,82744.0,"2020-07-01 20:43:59"
"2019-12-21","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CEASA,0.0,0.0,1.0,1.0,1.0,9.051,9.051,0.575167,"2019-12-21 00:00:00","2018-11-08 00:00:00","2019-12-14 00:00:00",14.936,26.11,22.268,10.229,0.0,78.9874,78.9874,69.5088,714.9149574,ATIVO,159.9,0.0,20954.0,,20954.0,,"2019-12-2115_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,9.051,0.0,ATIVO,0.575167,58.607,73.543,12,21,2019,December,"2019-12-2197_Oba CD20954","2019-12-2197_Oba CD20954",332.0,0.0,ATIVO,"2019-12-2120954",C,3645.226000000001,0.0,ATIVO,48.52993,1972.08,
"2020-04-07","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,48.0,48.0,12.0,12.0,1.0,33.0,33.0,2.300433,"2020-04-07 00:00:00","2018-05-23 00:00:00","2020-04-01 00:00:00",147.0,153.0,82.0,14.0,12.0,2.18,2.18,2.18,71.94,ATIVO,3.49,0.0,154626.0,,154626.0,,"2020-04-0733_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,33.0,12.0,ATIVO,2.300433,249.0,396.0,4,7,2020,April,"2020-04-0797_Oba CD154626","2020-04-0797_Oba CD154626",,,,"2020-04-07154626",B,1212.0,1344.0,ATIVO,134.857082,12620.0,"2020-07-06 12:13:34"
"2020-02-29","01_Oba Carol",1.0,FRIOS,BACALHAU SALGADO,MORHUA,LOMBO,TAMANHO 11-15,REFRIGERADO,202886.0,LOMBO BACALHAU MORHUA OBACALHAU,46705.0,"97_OBA CD",BIRO,ATIVO,INATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,121.796,121.796,2.7406,"2020-02-29 00:00:00","1900-01-01 00:00:00","2020-02-19 00:00:00",0.0,0.0,0.0,31.848,0.0,64.3082,64.3082,64.3078,7832.4815272,INATIVO,129.9,0.0,168851.0,,168851.0,,"2020-02-2901_Oba Carol168851",Campinas,Sim,"01_Oba Carol","97_Oba CD",LOJA,374.03,0.0,INATIVO,4.7272,28.278,56.556,2,29,2020,February,"2020-02-2997_Oba CD168851","2020-02-2997_Oba CD168851",,,,"2020-02-29168851",A,56769.772,5000.0,ATIVO,289.56978,2602.458,
"2020-01-10","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,97201.0,SPIER WINES,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,6.0,6.0,6.0,6.0,1.0,6.0,6.0,0.001,"2019-12-04 00:00:00","1900-01-01 00:00:00","2019-10-01 00:00:00",1.0,0.0,1.0,0.0,0.0,23.5988,23.5988,23.5988,141.5928,ATIVO,59.99,0.0,204733.0,,204733.0,,"2020-01-1046 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,6.0,0.0,ATIVO,0.001,1.0,2.0,1,10,2020,January,"2020-01-10100-CD-DF204733","2020-01-10100-CD-DF204733",138.0,0.0,ATIVO,"2020-01-10204733",A,786.0,0.0,ATIVO,4.22,240.0,"2020-07-04 18:21:10"
"2019-11-20","31_Oba Sousa",31.0,ACOUGUE,BOVINO,PALETA,SHOULDER,IN NATURA,AS REFRIGERADO,135099.0,SHOULDER OBA RVE,41722.0,"27 FRIGORIFICO",MARCOS CAETANO,ATIVO,ATIVO,Negociação direto Loja,0.0,0.0,1.0,1.0,1.0,-3.471,-3.471,1.3356,"2019-11-20 00:00:00","2017-09-22 00:00:00","2019-11-10 00:00:00",39.743,50.04,36.216,29.172,0.0,27.0521,27.0521,27.0521,-93.8978391,ATIVO,44.99,0.0,135099.0,,135099.0,,"2019-11-2031_Oba Sousa135099",Campinas,Sim,"31_Oba Sousa","97_Oba CD",LOJA,-3.471,0.0,ATIVO,1.3356,115.428,155.171,11,20,2019,November,"2019-11-2097_Oba CD135099","2019-11-2097_Oba CD135099",,,,"2019-11-20135099",C,750.6999999999999,0.0,ATIVO,231.601266,11863.4,
"2019-10-18","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97_OBA CD",PRODUCAO,ATIVO,ATIVO,Negociação direto Loja,264.0,264.0,12.0,12.0,1.0,247.0,247.0,14.6,"2019-10-18 00:00:00","2016-05-21 00:00:00","2019-10-16 00:00:00",319.0,294.0,407.0,237.0,12.0,14.2526,14.2526,12.5422,3520.3922,ATIVO,32.99,24.99,166764.0,,166764.0,,"2019-10-1809_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,247.0,12.0,ATIVO,14.6,938.0,1257.0,10,18,2019,October,"2019-10-1897_Oba CD166764","2019-10-1897_Oba CD166764",300.0,0.0,ATIVO,"2019-10-18166764",A,10804.0,1104.0,ATIVO,821.6025320000001,33200.0,"2020-07-02 21:25:16"
"2020-05-16","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,210.0,210.0,6.0,6.0,1.0,55.0,55.0,4.6667,"2020-05-16 00:00:00","2018-05-21 00:00:00","2020-04-12 00:00:00",51.0,52.0,101.0,84.0,0.0,22.1856,22.1856,16.2161,1220.208,ATIVO,39.99,0.0,147822.0,,147822.0,,"2020-05-1633_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,55.0,0.0,ATIVO,4.6667,237.0,288.0,5,16,2020,May,"2020-05-1697_Oba CD147822","2020-05-1697_Oba CD147822",0.0,0.0,ATIVO,"2020-05-16147822",A,3072.0,0.0,ATIVO,302.514274,24148.0,"2020-07-08 19:15:26"
"2020-03-12","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,720.0,720.0,6.0,6.0,1.0,687.0,674.0,22.033333,"2020-03-12 00:00:00","2012-10-29 00:00:00","2020-03-12 00:00:00",794.0,699.0,542.0,336.0,42.0,8.0146,8.0146,8.0146,5506.0302,ATIVO,14.99,11.99,132623.0,,132623.0,,"2020-03-1211_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,674.0,42.0,ATIVO,22.033333,1577.0,2371.0,3,12,2020,March,"2020-03-1297_Oba CD132623","2020-03-1297_Oba CD132623",7769.0,11400.0,ATIVO,"2020-03-12132623",A,48800.0,24780.0,ATIVO,681.467266,83074.0,"2020-07-01 20:43:59"
"2020-06-18","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,48.0,48.0,12.0,12.0,1.0,1.0,1.0,3.800167,"2020-06-16 00:00:00","2018-05-23 00:00:00","2020-06-12 00:00:00",82.0,68.0,68.0,73.0,36.0,2.18,2.18,2.18,2.18,ATIVO,3.49,0.0,154626.0,,154626.0,,"2020-06-1833_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,1.0,36.0,ATIVO,3.800167,209.0,291.0,6,18,2020,June,"2020-06-1897_Oba CD154626","2020-06-1897_Oba CD154626",,,,"2020-06-18154626",B,1810.0,468.0,ATIVO,131.24982,13664.0,"2020-07-06 12:13:34"
"2020-06-15","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,35.0,35.0,5.0,5.0,1.0,141.791,141.791,4.667633,"2020-06-15 00:00:00","1900-01-01 00:00:00","2020-06-09 00:00:00",177.281,149.972,147.51,76.797,0.0,34.903,34.903,34.903,4948.931273,ATIVO,69.99,0.0,127399.0,,127399.0,,"2020-06-1553 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,141.791,0.0,ATIVO,4.667633,374.279,551.5600000000001,6,15,2020,June,"2020-06-15100-CD-DF127399","2020-06-15100-CD-DF127399",,,,"2020-06-15127399",A,1411.564,0.0,ATIVO,80.480732,8435.222,
"2020-05-18","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,SP - CD/ DF - LOJA,1020.0,1020.0,60.0,60.0,1.0,756.0,756.0,91.0,"2020-05-18 00:00:00","1900-01-01 00:00:00","2020-05-18 00:00:00",2052.0,3126.0,3036.0,1590.0,240.0,0.9867,0.9867,0.9867,745.9452,ATIVO,1.49,0.0,17517.0,,17517.0,,"2020-05-1841_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,756.0,240.0,ATIVO,91.0,7752.0,9804.0,5,18,2020,May,"2020-05-1897_Oba CD17517","2020-05-1897_Oba CD17517",28674.0,12000.0,ATIVO,"2020-05-1817517",A,97568.0,48360.0,ATIVO,7708.800066,819840.0,"2020-07-02 19:14:48"
"2019-10-31","15_Oba Sant.",15.0,MERCEARIA,SUPLEMENTOS,SNACKS,WHEY,SEM ACUCAR,SEM ACUCAR,206777.0,PROTEIN BALL BEST WHEY CHOC LEITE 50G,183775.0,ADS,BRUNO LIMA,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,24.0,24.0,1.0,0.0,0.0,0.0,"1900-01-01 00:00:00","1900-01-01 00:00:00","1900-01-01 00:00:00",0.0,0.0,0.0,0.0,24.0,,,,,ATIVO,14.99,0.0,206777.0,,206777.0,,"2019-10-3115_Oba Sant.206777",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,0.0,24.0,ATIVO,0.0,0.0,0.0,10,31,2019,October,"2019-10-3197_Oba CD206777","2019-10-3197_Oba CD206777",48.0,0.0,ATIVO,"2019-10-31206777",B,892.0,672.0,ATIVO,34.147068,1118.0,
"2020-05-02","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97 - OBA CD",BIRO,ATIVO,ATIVO,Abastecido pelo CD,480.0,480.0,12.0,12.0,1.0,431.0,393.0,22.566667,"2020-05-02 00:00:00","2016-05-21 00:00:00","2020-05-01 00:00:00",548.0,695.0,677.0,21.0,36.0,13.8362,13.8362,12.1758,5963.4022,ATIVO,29.99,24.99,166764.0,,166764.0,,"2020-05-0209_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,393.0,36.0,ATIVO,22.566667,1393.0,1941.0,5,2,2020,May,"2020-05-0297_Oba CD166764","2020-05-0297_Oba CD166764",1140.0,0.0,ATIVO,"2020-05-02166764",A,11258.0,1032.0,ATIVO,504.534932,40120.0,"2020-07-02 21:25:16"
"2020-04-23","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,11.0,11.0,0.066667,"2020-03-28 00:00:00","2016-09-30 00:00:00","2020-02-04 00:00:00",5.0,3.0,11.0,0.0,0.0,65.7183,65.7183,32.552,722.9013,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-04-2309_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,11.0,0.0,ATIVO,0.066667,14.0,19.0,4,23,2020,April,"2020-04-2397_Oba CD171769","2020-04-2397_Oba CD171769",336.0,0.0,ATIVO,"2020-04-23171769",B,1296.0,12.0,ATIVO,11.489062,960.0,
